easting,northing,upward,dipole_moments_easting,dipole_moments_northing,dipole_moments_upward
-16476.476476476477,-3502.5025025025025,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-16436.436436436437,-3485.485485485485,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-16396.396396396398,-3468.468468468468,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-16356.356356356357,-3451.4514514514512,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-16316.316316316315,-3434.434434434434,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-16276.276276276276,-3417.4174174174173,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-16236.236236236236,-3400.4004004004,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-16196.196196196197,-3383.3833833833833,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-16156.156156156156,-3366.366366366366,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-16116.116116116116,-3349.349349349349,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-16076.076076076075,-3332.332332332332,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-16036.036036036036,-3315.315315315315,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15995.995995995996,-3298.298298298298,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15955.955955955955,-3281.281281281281,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15915.915915915915,-3264.264264264264,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15875.875875875876,-3247.247247247247,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15835.835835835835,-3230.2302302302296,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15795.795795795795,-3213.213213213213,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15755.755755755756,-3196.196196196196,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15715.715715715716,-3179.1791791791784,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15675.675675675675,-3162.1621621621616,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15635.635635635635,-3145.145145145145,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15595.595595595594,-3128.1281281281276,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15555.555555555555,-3111.1111111111104,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15515.515515515515,-3094.0940940940936,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15475.475475475476,-3077.077077077077,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15435.435435435435,-3060.0600600600596,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15395.395395395395,-3043.043043043043,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15355.355355355354,-3026.0260260260256,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15315.315315315314,-3009.009009009009,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15275.275275275275,-2991.9919919919917,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15235.235235235235,-2974.9749749749744,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15195.195195195196,-2957.9579579579577,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15155.155155155153,-2940.9409409409404,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15115.115115115113,-2923.923923923923,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15075.075075075074,-2906.9069069069064,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-15035.035035035035,-2889.889889889889,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14994.994994994995,-2872.8728728728724,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14954.954954954956,-2855.8558558558557,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14914.914914914914,-2838.8388388388385,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14874.874874874873,-2821.8218218218212,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14834.834834834834,-2804.8048048048045,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14794.794794794794,-2787.7877877877872,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14754.754754754755,-2770.7707707707705,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14714.714714714715,-2753.7537537537532,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14674.674674674674,-2736.736736736736,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14634.634634634634,-2719.7197197197193,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14594.594594594593,-2702.7027027027025,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14554.554554554554,-2685.6856856856853,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14514.514514514514,-2668.668668668668,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14474.474474474473,-2651.651651651651,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14434.434434434434,-2634.634634634634,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14394.394394394394,-2617.6176176176173,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14354.354354354353,-2600.6006006006,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14314.314314314313,-2583.583583583583,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14274.274274274274,-2566.566566566566,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14234.234234234234,-2549.549549549549,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14194.194194194193,-2532.532532532532,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14154.154154154154,-2515.5155155155153,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14114.114114114112,-2498.498498498498,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14074.074074074073,-2481.481481481481,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-14034.034034034034,-2464.464464464464,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13993.993993993994,-2447.447447447447,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13953.953953953955,-2430.43043043043,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13913.913913913913,-2413.413413413413,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13873.873873873872,-2396.3963963963956,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13833.833833833833,-2379.379379379379,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13793.793793793793,-2362.362362362362,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13753.753753753754,-2345.345345345345,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13713.713713713714,-2328.3283283283276,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13673.673673673673,-2311.3113113113104,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13633.633633633632,-2294.2942942942936,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13593.593593593592,-2277.277277277277,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13553.553553553553,-2260.2602602602597,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13513.513513513513,-2243.2432432432424,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13473.473473473474,-2226.2262262262257,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13433.433433433433,-2209.2092092092084,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13393.393393393393,-2192.1921921921917,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13353.353353353352,-2175.175175175175,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13313.313313313312,-2158.158158158157,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13273.273273273273,-2141.1411411411405,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13233.233233233233,-2124.1241241241237,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13193.193193193192,-2107.1071071071065,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13153.153153153153,-2090.0900900900897,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13113.113113113111,-2073.0730730730725,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13073.073073073072,-2056.0560560560552,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-13033.033033033033,-2039.0390390390385,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12992.992992992993,-2022.0220220220212,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12952.952952952952,-2005.0050050050045,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12912.912912912912,-1987.9879879879873,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12872.872872872871,-1970.97097097097,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12832.832832832832,-1953.9539539539533,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12792.792792792792,-1936.9369369369365,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12752.752752752753,-1919.9199199199193,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12712.712712712713,-1902.902902902902,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12672.672672672672,-1885.8858858858853,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12632.63263263263,-1868.868868868868,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12592.592592592591,-1851.8518518518513,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12552.552552552552,-1834.8348348348345,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12512.512512512512,-1817.8178178178168,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12472.472472472473,-1800.8008008008,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12432.432432432432,-1783.7837837837833,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12392.392392392392,-1766.7667667667665,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12352.35235235235,-1749.7497497497488,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12312.312312312311,-1732.732732732732,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12272.272272272272,-1715.7157157157149,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12232.232232232232,-1698.698698698698,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12192.192192192193,-1681.6816816816813,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12152.152152152152,-1664.664664664664,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12112.11211211211,-1647.6476476476469,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12072.072072072071,-1630.6306306306296,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-12032.032032032032,-1613.6136136136129,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11991.991991991992,-1596.596596596596,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11951.951951951953,-1579.5795795795789,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11911.91191191191,-1562.5625625625617,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11871.87187187187,-1545.5455455455444,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11831.83183183183,-1528.5285285285277,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11791.791791791791,-1511.511511511511,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11751.751751751752,-1494.4944944944937,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11711.711711711712,-1477.477477477477,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11671.67167167167,-1460.4604604604592,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11631.63163163163,-1443.4434434434424,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11591.59159159159,-1426.4264264264257,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11551.55155155155,-1409.409409409409,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11511.511511511511,-1392.3923923923917,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11471.471471471472,-1375.375375375375,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11431.43143143143,-1358.3583583583572,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11391.39139139139,-1341.3413413413405,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11351.35135135135,-1324.3243243243237,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11311.31131131131,-1307.3073073073065,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11271.271271271271,-1290.2902902902897,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11231.231231231232,-1273.273273273273,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11191.19119119119,-1256.2562562562553,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11151.15115115115,-1239.2392392392385,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11111.11111111111,-1222.2222222222213,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11071.07107107107,-1205.2052052052045,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-11031.03103103103,-1188.1881881881877,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10990.99099099099,-1171.17117117117,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10950.95095095095,-1154.1541541541533,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10910.91091091091,-1137.137137137136,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10870.87087087087,-1120.1201201201193,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10830.83083083083,-1103.1031031031025,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10790.79079079079,-1086.0860860860857,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10750.750750750749,-1069.069069069068,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10710.71071071071,-1052.0520520520508,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10670.67067067067,-1035.035035035034,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10630.63063063063,-1018.0180180180173,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10590.59059059059,-1001.0010010010005,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10550.55055055055,-983.9839839839833,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10510.510510510509,-966.9669669669661,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10470.470470470469,-949.9499499499489,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10430.43043043043,-932.9329329329321,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10390.39039039039,-915.9159159159153,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10350.35035035035,-898.8988988988986,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10310.310310310308,-881.8818818818809,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10270.270270270268,-864.8648648648641,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10230.230230230229,-847.8478478478464,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10190.19019019019,-830.8308308308297,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10150.15015015015,-813.8138138138129,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10110.11011011011,-796.7967967967961,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10070.070070070069,-779.7797797797784,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-10030.030030030028,-762.7627627627617,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9989.989989989988,-745.7457457457449,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9949.949949949949,-728.7287287287281,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9909.90990990991,-711.7117117117114,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9869.86986986987,-694.6946946946937,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9829.829829829829,-677.6776776776769,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9789.78978978979,-660.6606606606592,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9749.749749749748,-643.6436436436425,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9709.709709709708,-626.6266266266257,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9669.669669669669,-609.6096096096089,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9629.629629629628,-592.5925925925912,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9589.589589589588,-575.5755755755745,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9549.549549549549,-558.5585585585577,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9509.50950950951,-541.5415415415409,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9469.469469469468,-524.5245245245242,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9429.429429429429,-507.5075075075065,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9389.389389389387,-490.4904904904888,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9349.349349349348,-473.47347347347204,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9309.309309309308,-456.45645645645527,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9269.269269269269,-439.4394394394385,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9229.229229229228,-422.42242242242173,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9189.189189189188,-405.40540540540496,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9149.149149149147,-388.3883883883873,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9109.109109109108,-371.3713713713705,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9069.069069069068,-354.35435435435375,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-9029.029029029029,-337.33733733733607,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-8988.98898898899,-320.3203203203193,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-8948.948948948946,-303.3033033033016,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-8908.908908908907,-286.28628628628485,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-8868.868868868867,-269.2692692692681,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-8828.828828828828,-252.2522522522513,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-8788.788788788788,-235.23523523523454,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-8748.748748748749,-218.21821821821777,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-8708.708708708707,-201.2012012012001,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-8668.668668668666,-184.18418418418332,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-8628.628628628627,-167.16716716716564,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-8588.588588588587,-150.15015015014887,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-8548.548548548548,-133.1331331331321,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-8508.508508508508,-116.11611611611534,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-8468.468468468467,-99.09909909909766,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-8428.428428428428,-82.08208208208089,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-8388.388388388386,-65.06506506506412,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-8348.348348348347,-48.04804804804735,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-8308.308308308307,-31.03103103103058,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
-8268.268268268266,-14.0140140140129,0.0,29619813.27260239,17101007.166283444,-93969262.07859083
