x,y,u,dipole_moment_x,dipole_moment_y,dipole_moment_u
1307368.4210526317,3393157.8947368423,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1309473.6842105263,3393157.8947368423,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1311578.9473684211,3393157.8947368423,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1313684.2105263157,3393157.8947368423,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1315789.4736842106,3393157.8947368423,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1317894.7368421052,3393157.8947368423,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1320000.0,3393157.8947368423,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1280000.0,3394210.5263157897,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1282105.2631578948,3394210.5263157897,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1284210.5263157894,3394210.5263157897,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1286315.7894736843,3394210.5263157897,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1288421.0526315789,3394210.5263157897,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1290526.3157894737,3394210.5263157897,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1292631.5789473683,3394210.5263157897,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1294736.8421052631,3394210.5263157897,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1296842.105263158,3394210.5263157897,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1298947.3684210526,3394210.5263157897,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1301052.6315789474,3394210.5263157897,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1303157.894736842,3394210.5263157897,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1305263.1578947369,3394210.5263157897,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1307368.4210526317,3394210.5263157897,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1309473.6842105263,3394210.5263157897,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1311578.9473684211,3394210.5263157897,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1313684.2105263157,3394210.5263157897,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1315789.4736842106,3394210.5263157897,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1317894.7368421052,3394210.5263157897,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1320000.0,3394210.5263157897,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1280000.0,3395263.1578947366,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1282105.2631578948,3395263.1578947366,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1284210.5263157894,3395263.1578947366,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1286315.7894736843,3395263.1578947366,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1288421.0526315789,3395263.1578947366,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1290526.3157894737,3395263.1578947366,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1292631.5789473683,3395263.1578947366,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1294736.8421052631,3395263.1578947366,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1296842.105263158,3395263.1578947366,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1298947.3684210526,3395263.1578947366,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1301052.6315789474,3395263.1578947366,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1303157.894736842,3395263.1578947366,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1305263.1578947369,3395263.1578947366,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1307368.4210526317,3395263.1578947366,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1309473.6842105263,3395263.1578947366,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1311578.9473684211,3395263.1578947366,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1313684.2105263157,3395263.1578947366,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1315789.4736842106,3395263.1578947366,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1317894.7368421052,3395263.1578947366,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1320000.0,3395263.1578947366,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1280000.0,3396315.789473684,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1282105.2631578948,3396315.789473684,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1284210.5263157894,3396315.789473684,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1286315.7894736843,3396315.789473684,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1288421.0526315789,3396315.789473684,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1290526.3157894737,3396315.789473684,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1292631.5789473683,3396315.789473684,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1294736.8421052631,3396315.789473684,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1296842.105263158,3396315.789473684,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1298947.3684210526,3396315.789473684,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1301052.6315789474,3396315.789473684,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1303157.894736842,3396315.789473684,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1305263.1578947369,3396315.789473684,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1307368.4210526317,3396315.789473684,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1309473.6842105263,3396315.789473684,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1311578.9473684211,3396315.789473684,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1313684.2105263157,3396315.789473684,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1315789.4736842106,3396315.789473684,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1317894.7368421052,3396315.789473684,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1320000.0,3396315.789473684,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1280000.0,3397368.4210526315,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1282105.2631578948,3397368.4210526315,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1284210.5263157894,3397368.4210526315,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1286315.7894736843,3397368.4210526315,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1288421.0526315789,3397368.4210526315,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1290526.3157894737,3397368.4210526315,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1292631.5789473683,3397368.4210526315,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1294736.8421052631,3397368.4210526315,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1296842.105263158,3397368.4210526315,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1298947.3684210526,3397368.4210526315,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1301052.6315789474,3397368.4210526315,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1303157.894736842,3397368.4210526315,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1305263.1578947369,3397368.4210526315,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1307368.4210526317,3397368.4210526315,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1309473.6842105263,3397368.4210526315,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1311578.9473684211,3397368.4210526315,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1313684.2105263157,3397368.4210526315,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1315789.4736842106,3397368.4210526315,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1317894.7368421052,3397368.4210526315,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1320000.0,3397368.4210526315,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1280000.0,3398421.052631579,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1282105.2631578948,3398421.052631579,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1284210.5263157894,3398421.052631579,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1286315.7894736843,3398421.052631579,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1288421.0526315789,3398421.052631579,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1290526.3157894737,3398421.052631579,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1292631.5789473683,3398421.052631579,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1294736.8421052631,3398421.052631579,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1296842.105263158,3398421.052631579,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1298947.3684210526,3398421.052631579,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1301052.6315789474,3398421.052631579,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1303157.894736842,3398421.052631579,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1305263.1578947369,3398421.052631579,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1307368.4210526317,3398421.052631579,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1309473.6842105263,3398421.052631579,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1311578.9473684211,3398421.052631579,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1313684.2105263157,3398421.052631579,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1315789.4736842106,3398421.052631579,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1317894.7368421052,3398421.052631579,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1320000.0,3398421.052631579,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1280000.0,3399473.6842105263,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1282105.2631578948,3399473.6842105263,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1284210.5263157894,3399473.6842105263,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1286315.7894736843,3399473.6842105263,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1288421.0526315789,3399473.6842105263,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1290526.3157894737,3399473.6842105263,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1292631.5789473683,3399473.6842105263,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1294736.8421052631,3399473.6842105263,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1296842.105263158,3399473.6842105263,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1298947.3684210526,3399473.6842105263,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1301052.6315789474,3399473.6842105263,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1303157.894736842,3399473.6842105263,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1305263.1578947369,3399473.6842105263,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1307368.4210526317,3399473.6842105263,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1309473.6842105263,3399473.6842105263,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1311578.9473684211,3399473.6842105263,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1313684.2105263157,3399473.6842105263,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1315789.4736842106,3399473.6842105263,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1317894.7368421052,3399473.6842105263,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1320000.0,3399473.6842105263,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1280000.0,3400526.3157894737,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1282105.2631578948,3400526.3157894737,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1284210.5263157894,3400526.3157894737,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1286315.7894736843,3400526.3157894737,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1288421.0526315789,3400526.3157894737,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1290526.3157894737,3400526.3157894737,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1292631.5789473683,3400526.3157894737,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1294736.8421052631,3400526.3157894737,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1296842.105263158,3400526.3157894737,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1298947.3684210526,3400526.3157894737,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1301052.6315789474,3400526.3157894737,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1303157.894736842,3400526.3157894737,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1305263.1578947369,3400526.3157894737,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1307368.4210526317,3400526.3157894737,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1309473.6842105263,3400526.3157894737,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1311578.9473684211,3400526.3157894737,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1313684.2105263157,3400526.3157894737,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1315789.4736842106,3400526.3157894737,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1317894.7368421052,3400526.3157894737,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1320000.0,3400526.3157894737,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1280000.0,3401578.947368421,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1282105.2631578948,3401578.947368421,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1284210.5263157894,3401578.947368421,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1286315.7894736843,3401578.947368421,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1288421.0526315789,3401578.947368421,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1290526.3157894737,3401578.947368421,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1292631.5789473683,3401578.947368421,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1294736.8421052631,3401578.947368421,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1296842.105263158,3401578.947368421,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1298947.3684210526,3401578.947368421,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1301052.6315789474,3401578.947368421,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1303157.894736842,3401578.947368421,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1305263.1578947369,3401578.947368421,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1307368.4210526317,3401578.947368421,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1309473.6842105263,3401578.947368421,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1311578.9473684211,3401578.947368421,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1313684.2105263157,3401578.947368421,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1315789.4736842106,3401578.947368421,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1317894.7368421052,3401578.947368421,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1320000.0,3401578.947368421,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1280000.0,3402631.5789473685,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1282105.2631578948,3402631.5789473685,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1284210.5263157894,3402631.5789473685,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1286315.7894736843,3402631.5789473685,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1288421.0526315789,3402631.5789473685,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1290526.3157894737,3402631.5789473685,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1292631.5789473683,3402631.5789473685,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1294736.8421052631,3402631.5789473685,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1296842.105263158,3402631.5789473685,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1298947.3684210526,3402631.5789473685,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1301052.6315789474,3402631.5789473685,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1303157.894736842,3402631.5789473685,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1305263.1578947369,3402631.5789473685,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1307368.4210526317,3402631.5789473685,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1309473.6842105263,3402631.5789473685,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1311578.9473684211,3402631.5789473685,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1313684.2105263157,3402631.5789473685,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1315789.4736842106,3402631.5789473685,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1317894.7368421052,3402631.5789473685,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1320000.0,3402631.5789473685,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1280000.0,3403684.210526316,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1282105.2631578948,3403684.210526316,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1284210.5263157894,3403684.210526316,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1286315.7894736843,3403684.210526316,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1288421.0526315789,3403684.210526316,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1290526.3157894737,3403684.210526316,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1292631.5789473683,3403684.210526316,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1294736.8421052631,3403684.210526316,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1296842.105263158,3403684.210526316,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1298947.3684210526,3403684.210526316,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1301052.6315789474,3403684.210526316,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1303157.894736842,3403684.210526316,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1305263.1578947369,3403684.210526316,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1307368.4210526317,3403684.210526316,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1309473.6842105263,3403684.210526316,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1311578.9473684211,3403684.210526316,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1313684.2105263157,3403684.210526316,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
1315789.4736842106,3403684.210526316,-1000.0,1060660171.7798215,1060660171.7798218,2598076211.3533154
